5
1000 2997
U 14 417
Q 371 15
Q 211 686
U 208 418
Q 411 364
Q 364 946
U 246 419
Q 175 101
Q 186 952
U 357 420
Q 128 157
Q 145 486
U 289 421
Q 295 398
Q 92 479
U 324 422
Q 366 200
Q 332 918
U 307 423
Q 241 246
Q 185 532
U 200 424
Q 274 420
Q 258 557
U 342 425
Q 425 153
Q 357 555
U 303 426
Q 393 249
Q 78 634
U 89 427
Q 257 184
Q 272 662
U 205 428
Q 373 26
Q 322 551
U 199 429
Q 96 24
Q 94 504
U 105 430
Q 387 154
Q 332 857
U 39 431
Q 4 409
Q 283 759
U 198 432
Q 370 207
Q 371 492
U 399 433
Q 380 213
Q 273 646
U 297 434
Q 408 257
Q 98 513
U 31 435
Q 282 393
Q 164 514
U 299 436
Q 194 46
Q 232 590
U 320 437
Q 331 423
Q 280 982
U 224 438
Q 142 308
Q 112 543
U 53 439
Q 222 33
Q 307 857
U 328 440
Q 191 369
Q 170 971
U 226 441
Q 398 237
Q 0 568
U 314 442
Q 282 126
Q 247 891
U 124 443
Q 288 115
Q 187 530
U 368 444
Q 160 4
Q 240 547
U 160 445
Q 49 404
Q 119 620
U 363 446
Q 324 57
Q 311 985
U 297 447
Q 125 309
Q 205 709
U 263 448
Q 211 153
Q 69 583
U 99 449
Q 414 194
Q 397 687
U 376 450
Q 98 54
Q 396 799
U 297 451
Q 354 383
Q 203 589
U 313 452
Q 403 365
Q 114 657
U 65 453
Q 227 137
Q 175 764
U 387 454
Q 259 184
Q 165 649
U 280 455
Q 151 163
Q 355 814
U 113 456
Q 138 108
Q 384 945
U 365 457
Q 298 286
Q 363 968
U 131 458
Q 323 410
Q 175 501
U 348 459
Q 220 298
Q 362 937
U 245 460
Q 7 369
Q 450 921
U 298 461
Q 282 285
Q 182 783
U 201 462
Q 72 173
Q 174 546
U 123 463
Q 347 141
Q 427 644
U 325 464
Q 14 299
Q 356 767
U 112 465
Q 281 453
Q 453 530
U 131 466
Q 33 258
Q 454 516
U 205 467
Q 12 112
Q 362 634
U 176 468
Q 246 441
Q 466 821
U 90 469
Q 98 187
Q 256 627
U 236 470
Q 447 117
Q 228 662
U 196 471
Q 74 452
Q 261 877
U 346 472
Q 350 269
Q 407 485
U 108 473
Q 418 153
Q 164 952
U 74 474
Q 384 152
Q 346 713
U 253 475
Q 313 75
Q 98 669
U 226 476
Q 29 272
Q 37 520
U 147 477
Q 11 441
Q 388 886
U 328 478
Q 165 311
Q 47 738
U 203 479
Q 355 246
Q 330 941
U 70 480
Q 430 104
Q 355 525
U 164 481
Q 421 473
Q 7 611
U 300 482
Q 159 296
Q 416 649
U 119 483
Q 358 65
Q 108 798
U 103 484
Q 399 68
Q 175 600
U 306 485
Q 469 45
Q 23 617
U 324 486
Q 14 301
Q 451 487
U 436 487
Q 59 289
Q 228 624
U 20 488
Q 313 43
Q 309 901
U 98 489
Q 170 358
Q 62 916
U 108 490
Q 426 230
Q 15 546
U 317 491
Q 4 425
Q 383 917
U 258 492
Q 11 149
Q 116 855
U 481 493
Q 404 339
Q 375 724
U 287 494
Q 294 303
Q 368 718
U 424 495
Q 47 371
Q 241 775
U 451 496
Q 325 470
Q 3 814
U 182 497
Q 88 160
Q 120 824
U 416 498
Q 207 108
Q 489 795
U 192 499
Q 3 245
Q 247 555
U 305 500
Q 173 15
Q 209 822
U 10 501
Q 124 219
Q 338 554
U 264 502
Q 438 473
Q 60 858
U 287 503
Q 256 220
Q 371 778
U 446 504
Q 18 109
Q 146 604
U 139 505
Q 127 38
Q 248 715
U 489 506
Q 308 242
Q 122 729
U 121 507
Q 352 307
Q 366 542
U 415 508
Q 198 409
Q 179 726
U 242 509
Q 396 21
Q 265 735
U 445 510
Q 314 424
Q 53 929
U 302 511
Q 447 52
Q 296 976
U 79 512
Q 283 509
Q 274 883
U 245 513
Q 47 90
Q 224 581
U 212 514
Q 309 306
Q 135 760
U 274 515
Q 502 469
Q 460 763
U 70 516
Q 161 296
Q 441 938
U 492 517
Q 114 293
Q 294 537
U 227 518
Q 292 21
Q 31 749
U 401 519
Q 293 472
Q 46 871
U 260 520
Q 388 76
Q 512 682
U 177 521
Q 231 273
Q 36 765
U 142 522
Q 212 84
Q 111 957
U 142 523
Q 35 295
Q 115 524
U 282 524
Q 96 23
Q 261 692
U 227 525
Q 426 122
Q 342 810
U 521 526
Q 156 200
Q 132 669
U 463 527
Q 7 70
Q 457 559
U 417 528
Q 133 193
Q 385 729
U 146 529
Q 285 266
Q 133 808
U 234 530
Q 378 483
Q 486 821
U 483 531
Q 80 428
Q 480 852
U 319 532
Q 455 524
Q 420 971
U 53 533
Q 274 29
Q 360 647
U 71 534
Q 290 15
Q 209 801
U 295 535
Q 213 273
Q 12 791
U 282 536
Q 37 506
Q 331 700
U 46 537
Q 435 411
Q 29 903
U 387 538
Q 144 514
Q 272 861
U 433 539
Q 259 22
Q 346 920
U 415 540
Q 234 406
Q 121 792
U 373 541
Q 125 385
Q 20 811
U 478 542
Q 535 147
Q 8 868
U 532 543
Q 79 120
Q 155 698
U 159 544
Q 388 412
Q 131 992
U 194 545
Q 187 319
Q 268 745
U 55 546
Q 449 441
Q 334 981
U 84 547
Q 277 370
Q 480 925
U 255 548
Q 64 437
Q 125 873
U 403 549
Q 269 145
Q 492 566
U 125 550
Q 69 118
Q 169 763
U 517 551
Q 8 162
Q 293 597
U 309 552
Q 370 144
Q 257 911
U 230 553
Q 98 409
Q 133 652
U 208 554
Q 242 182
Q 223 646
U 65 555
Q 472 438
Q 29 713
U 188 556
Q 364 201
Q 550 655
U 107 557
Q 110 125
Q 461 823
U 520 558
Q 475 336
Q 104 759
U 54 559
Q 28 545
Q 436 600
U 441 560
Q 219 26
Q 329 894
U 287 561
Q 447 425
Q 319 660
U 296 562
Q 252 52
Q 83 981
U 206 563
Q 412 123
Q 558 751
U 305 564
Q 10 122
Q 194 778
U 264 565
Q 366 554
Q 423 885
U 342 566
Q 278 386
Q 538 646
U 511 567
Q 468 346
Q 34 943
U 550 568
Q 93 318
Q 132 876
U 510 569
Q 228 8
Q 28 894
U 351 570
Q 367 173
Q 400 731
U 143 571
Q 438 423
Q 536 735
U 442 572
Q 255 292
Q 363 634
U 325 573
Q 499 337
Q 419 675
U 242 574
Q 423 398
Q 339 682
U 477 575
Q 553 414
Q 394 579
U 358 576
Q 143 485
Q 215 721
U 66 577
Q 6 348
Q 314 960
U 120 578
Q 222 475
Q 221 958
U 223 579
Q 493 137
Q 215 840
U 71 580
Q 437 334
Q 313 842
U 395 581
Q 238 272
Q 19 754
U 576 582
Q 369 0
Q 121 759
U 51 583
Q 66 577
Q 50 893
U 357 584
Q 322 237
Q 574 758
U 272 585
Q 62 201
Q 199 883
U 403 586
Q 252 224
Q 97 612
U 94 587
Q 4 438
Q 135 983
U 324 588
Q 394 167
Q 485 834
U 13 589
Q 54 146
Q 554 725
U 273 590
Q 575 346
Q 17 829
U 66 591
Q 527 337
Q 325 656
U 502 592
Q 468 258
Q 401 800
U 486 593
Q 184 94
Q 197 711
U 169 594
Q 20 7
Q 265 615
U 467 595
Q 323 446
Q 496 633
U 273 596
Q 45 389
Q 175 836
U 76 597
Q 103 430
Q 421 836
U 268 598
Q 294 410
Q 412 978
U 56 599
Q 376 153
Q 413 821
U 528 600
Q 254 158
Q 296 680
U 441 601
Q 106 201
Q 533 892
U 14 602
Q 413 593
Q 189 938
U 428 603
Q 570 279
Q 105 683
U 513 604
Q 71 2
Q 558 847
U 133 605
Q 306 26
Q 214 668
U 159 606
Q 493 378
Q 158 869
U 188 607
Q 349 348
Q 601 625
U 215 608
Q 81 276
Q 485 639
U 85 609
Q 509 64
Q 425 972
U 51 610
Q 542 387
Q 382 642
U 246 611
Q 163 98
Q 548 775
U 66 612
Q 218 524
Q 50 885
U 220 613
Q 571 451
Q 149 742
U 116 614
Q 541 450
Q 530 735
U 338 615
Q 38 394
Q 84 801
U 457 616
Q 400 611
Q 109 787
U 94 617
Q 395 336
Q 507 839
U 255 618
Q 476 471
Q 286 943
U 163 619
Q 562 233
Q 100 961
U 433 620
Q 304 557
Q 486 869
U 195 621
Q 576 476
Q 247 675
U 345 622
Q 429 357
Q 302 958
U 225 623
Q 3 119
Q 333 782
U 28 624
Q 232 282
Q 182 669
U 45 625
Q 554 324
Q 617 883
U 455 626
Q 149 408
Q 616 944
U 461 627
Q 547 51
Q 519 854
U 58 628
Q 605 427
Q 580 976
U 334 629
Q 38 105
Q 434 685
U 284 630
Q 211 4
Q 331 778
U 244 631
Q 128 59
Q 57 943
U 348 632
Q 79 73
Q 619 745
U 17 633
Q 205 594
Q 395 995
U 462 634
Q 540 265
Q 265 794
U 626 635
Q 294 331
Q 310 696
U 573 636
Q 424 437
Q 223 722
U 346 637
Q 432 222
Q 341 884
U 469 638
Q 535 595
Q 447 684
U 154 639
Q 92 46
Q 559 799
U 101 640
Q 129 38
Q 217 855
U 425 641
Q 584 58
Q 569 866
U 466 642
Q 298 175
Q 225 869
U 526 643
Q 38 222
Q 616 871
U 162 644
Q 623 320
Q 7 989
U 119 645
Q 178 250
Q 611 991
U 535 646
Q 348 368
Q 54 700
U 314 647
Q 202 628
Q 544 997
U 36 648
Q 437 147
Q 449 652
U 207 649
Q 548 319
Q 492 878
U 556 650
Q 27 28
Q 254 814
U 119 651
Q 193 118
Q 283 698
U 157 652
Q 287 52
Q 15 920
U 285 653
Q 78 234
Q 612 975
U 428 654
Q 553 370
Q 426 943
U 127 655
Q 318 28
Q 142 662
U 386 656
Q 10 245
Q 434 846
U 134 657
Q 433 249
Q 198 818
U 453 658
Q 86 556
Q 657 763
U 152 659
Q 291 424
Q 637 911
U 637 660
Q 35 522
Q 489 668
U 416 661
Q 18 407
Q 482 934
U 536 662
Q 566 173
Q 494 708
U 465 663
Q 309 341
Q 561 984
U 443 664
Q 287 148
Q 618 790
U 178 665
Q 41 73
Q 56 820
U 584 666
Q 361 218
Q 530 714
U 73 667
Q 75 232
Q 545 893
U 464 668
Q 514 28
Q 133 936
U 256 669
Q 421 648
Q 137 721
U 634 670
Q 288 524
Q 167 696
U 444 671
Q 592 50
Q 15 784
U 150 672
Q 315 581
Q 379 959
U 529 673
Q 418 537
Q 146 825
U 566 674
Q 34 161
Q 530 841
U 384 675
Q 262 621
Q 142 779
U 334 676
Q 675 338
Q 661 841
U 154 677
Q 386 288
Q 453 829
U 113 678
Q 114 15
Q 320 909
U 1 679
Q 277 580
Q 626 737
U 143 680
Q 81 177
Q 474 825
U 564 681
Q 218 149
Q 378 752
U 66 682
Q 566 13
Q 459 845
U 260 683
Q 102 552
Q 36 976
U 171 684
Q 533 430
Q 177 937
U 139 685
Q 515 562
Q 303 803
U 11 686
Q 219 462
Q 608 876
U 642 687
Q 49 40
Q 394 929
U 196 688
Q 93 207
Q 77 885
U 62 689
Q 393 66
Q 411 707
U 98 690
Q 491 63
Q 66 821
U 570 691
Q 325 263
Q 426 868
U 23 692
Q 390 584
Q 446 917
U 643 693
Q 549 530
Q 104 775
U 180 694
Q 459 507
Q 432 987
U 296 695
Q 458 497
Q 99 859
U 166 696
Q 114 561
Q 549 956
U 650 697
Q 259 37
Q 582 917
U 393 698
Q 675 436
Q 343 729
U 477 699
Q 60 163
Q 359 720
U 531 700
Q 467 37
Q 6 714
U 407 701
Q 348 332
Q 303 945
U 201 702
Q 85 0
Q 580 843
U 96 703
Q 476 15
Q 397 918
U 533 704
Q 509 649
Q 496 750
U 282 705
Q 405 374
Q 365 903
U 508 706
Q 614 431
Q 621 755
U 38 707
Q 494 507
Q 122 873
U 678 708
Q 254 136
Q 477 749
U 446 709
Q 223 55
Q 77 805
U 303 710
Q 439 154
Q 165 742
U 405 711
Q 207 664
Q 155 748
U 399 712
Q 326 360
Q 577 872
U 424 713
Q 508 250
Q 255 776
U 183 714
Q 201 285
Q 361 811
U 283 715
Q 169 496
Q 675 824
U 209 716
Q 202 160
Q 161 797
U 400 717
Q 578 430
Q 648 760
U 690 718
Q 640 194
Q 81 897
U 237 719
Q 241 334
Q 530 876
U 276 720
Q 385 146
Q 513 802
U 73 721
Q 638 637
Q 688 759
U 302 722
Q 225 515
Q 509 864
U 163 723
Q 589 609
Q 110 831
U 331 724
Q 451 288
Q 88 927
U 701 725
Q 387 421
Q 623 745
U 411 726
Q 316 12
Q 477 772
U 78 727
Q 235 571
Q 628 863
U 246 728
Q 105 282
Q 445 962
U 210 729
Q 553 398
Q 152 907
U 8 730
Q 23 482
Q 211 889
U 279 731
Q 487 247
Q 597 964
U 654 732
Q 477 356
Q 539 913
U 293 733
Q 276 388
Q 332 834
U 52 734
Q 479 584
Q 321 824
U 281 735
Q 22 310
Q 351 975
U 259 736
Q 563 28
Q 357 873
U 27 737
Q 70 173
Q 138 886
U 196 738
Q 168 594
Q 652 824
U 92 739
Q 415 256
Q 486 763
U 604 740
Q 156 602
Q 740 827
U 487 741
Q 442 672
Q 336 947
U 105 742
Q 334 23
Q 104 796
U 462 743
Q 324 30
Q 424 961
U 516 744
Q 103 330
Q 156 983
U 54 745
Q 683 537
Q 230 898
U 700 746
Q 579 592
Q 600 893
U 12 747
Q 606 332
Q 602 844
U 71 748
Q 457 106
Q 627 779
U 61 749
Q 517 49
Q 441 975
U 216 750
Q 522 653
Q 191 918
U 458 751
Q 728 386
Q 94 884
U 646 752
Q 663 0
Q 565 801
U 448 753
Q 473 424
Q 206 971
U 416 754
Q 188 198
Q 118 871
U 469 755
Q 625 322
Q 205 988
U 1 756
Q 253 40
Q 249 766
U 215 757
Q 12 751
Q 77 989
U 739 758
Q 174 456
Q 344 957
U 656 759
Q 206 108
Q 585 923
U 269 760
Q 667 565
Q 670 950
U 605 761
Q 383 382
Q 751 955
U 571 762
Q 361 71
Q 152 943
U 324 763
Q 252 296
Q 681 787
U 561 764
Q 408 606
Q 659 924
U 8 765
Q 138 175
Q 104 807
U 762 766
Q 370 565
Q 186 878
U 641 767
Q 566 716
Q 377 901
U 625 768
Q 529 90
Q 326 957
U 138 769
Q 119 87
Q 335 917
U 342 770
Q 508 304
Q 751 803
U 590 771
Q 194 16
Q 144 793
U 202 772
Q 227 61
Q 166 994
U 637 773
Q 758 636
Q 423 815
U 151 774
Q 327 294
Q 161 892
U 514 775
Q 151 245
Q 365 978
U 774 776
Q 135 614
Q 384 960
U 374 777
Q 261 464
Q 9 829
U 155 778
Q 745 770
Q 284 918
U 341 779
Q 4 115
Q 576 917
U 326 780
Q 214 360
Q 38 786
U 3 781
Q 47 45
Q 414 954
U 636 782
Q 202 14
Q 675 982
U 686 783
Q 355 537
Q 565 931
U 632 784
Q 432 604
Q 428 934
U 445 785
Q 63 312
Q 512 844
U 579 786
Q 517 427
Q 242 866
U 232 787
Q 586 646
Q 709 960
U 110 788
Q 658 727
Q 667 862
U 539 789
Q 563 377
Q 363 822
U 388 790
Q 159 689
Q 389 989
U 556 791
Q 512 160
Q 49 796
U 294 792
Q 433 111
Q 276 945
U 85 793
Q 545 608
Q 621 928
U 480 794
Q 90 18
Q 144 989
U 24 795
Q 484 414
Q 315 883
U 368 796
Q 359 378
Q 308 871
U 641 797
Q 168 606
Q 619 807
U 740 798
Q 174 689
Q 26 827
U 265 799
Q 782 719
Q 478 867
U 569 800
Q 567 80
Q 298 886
U 67 801
Q 415 522
Q 14 906
U 241 802
Q 612 363
Q 449 853
U 609 803
Q 457 229
Q 356 970
U 667 804
Q 328 560
Q 516 835
U 547 805
Q 134 734
Q 519 956
U 637 806
Q 558 69
Q 709 930
U 610 807
Q 479 278
Q 772 838
U 208 808
Q 493 385
Q 67 934
U 145 809
Q 600 452
Q 268 852
U 530 810
Q 745 729
Q 12 878
U 44 811
Q 377 246
Q 163 996
U 305 812
Q 283 376
Q 102 978
U 525 813
Q 127 187
Q 633 891
U 497 814
Q 552 416
Q 610 916
U 300 815
Q 244 759
Q 419 900
U 571 816
Q 460 357
Q 140 963
U 40 817
Q 561 660
Q 574 898
U 308 818
Q 96 762
Q 152 839
U 441 819
Q 362 235
Q 511 991
U 32 820
Q 92 550
Q 197 940
U 258 821
Q 464 144
Q 385 827
U 83 822
Q 25 484
Q 416 857
U 808 823
Q 780 312
Q 465 841
U 745 824
Q 716 736
Q 141 906
U 567 825
Q 631 82
Q 363 858
U 689 826
Q 317 185
Q 62 991
U 25 827
Q 393 403
Q 397 884
U 6 828
Q 168 561
Q 612 874
U 111 829
Q 650 157
Q 828 957
U 492 830
Q 661 561
Q 10 939
U 320 831
Q 510 454
Q 355 997
U 506 832
Q 480 583
Q 159 964
U 97 833
Q 649 146
Q 313 872
U 354 834
Q 492 205
Q 659 949
U 544 835
Q 184 625
Q 504 934
U 451 836
Q 788 234
Q 390 990
U 819 837
Q 691 291
Q 458 900
U 804 838
Q 805 592
Q 29 931
U 758 839
Q 35 263
Q 676 850
U 265 840
Q 713 327
Q 381 861
U 237 841
Q 593 518
Q 266 989
U 679 842
Q 164 449
Q 510 864
U 201 843
Q 818 40
Q 192 930
U 310 844
Q 63 333
Q 632 868
U 303 845
Q 383 12
Q 189 899
U 58 846
Q 543 549
Q 831 895
U 430 847
Q 417 356
Q 741 975
U 221 848
Q 558 273
Q 736 953
U 609 849
Q 33 405
Q 167 932
U 721 850
Q 242 84
Q 393 947
U 190 851
Q 641 107
Q 529 890
U 171 852
Q 545 182
Q 355 886
U 750 853
Q 634 641
Q 78 893
U 296 854
Q 45 279
Q 73 968
U 742 855
Q 94 405
Q 92 933
U 3 856
Q 401 210
Q 772 965
U 37 857
Q 565 175
Q 326 885
U 182 858
Q 693 286
Q 748 915
U 649 859
Q 722 517
Q 396 906
U 426 860
Q 438 167
Q 396 933
U 428 861
Q 820 130
Q 194 945
U 811 862
Q 295 162
Q 588 947
U 602 863
Q 254 243
Q 341 993
U 852 864
Q 362 653
Q 474 882
U 131 865
Q 734 570
Q 614 870
U 189 866
Q 862 386
Q 510 972
U 659 867
Q 814 638
Q 408 975
U 207 868
Q 249 65
Q 402 946
U 701 869
Q 459 635
Q 813 982
U 434 870
Q 403 9
Q 381 895
U 361 871
Q 802 628
Q 826 975
U 120 872
Q 188 596
Q 748 920
U 662 873
Q 585 691
Q 395 951
U 338 874
Q 507 456
Q 84 978
U 23 875
Q 142 391
Q 149 915
U 362 876
Q 194 100
Q 261 953
U 233 877
Q 781 199
Q 684 896
U 218 878
Q 481 439
Q 695 891
U 843 879
Q 447 530
Q 631 892
U 829 880
Q 736 45
Q 146 974
U 293 881
Q 424 142
Q 567 888
U 411 882
Q 723 364
Q 313 983
U 63 883
Q 64 624
Q 328 993
U 818 884
Q 484 424
Q 615 992
U 10 885
Q 460 170
Q 304 933
U 392 886
Q 710 550
Q 326 961
U 300 887
Q 412 535
Q 127 957
U 549 888
Q 387 759
Q 260 921
U 278 889
Q 216 283
Q 306 894
U 838 890
Q 92 473
Q 13 904
U 303 891
Q 390 593
Q 178 913
U 654 892
Q 411 184
Q 686 978
U 413 893
Q 495 506
Q 166 907
U 770 894
Q 630 498
Q 128 993
U 37 895
Q 847 494
Q 628 925
U 529 896
Q 336 671
Q 195 941
U 41 897
Q 61 5
Q 588 963
U 370 898
Q 160 306
Q 695 899
U 854 899
Q 391 668
Q 323 985
U 803 900
Q 253 863
Q 172 997
U 438 901
Q 858 627
Q 764 992
U 4 902
Q 292 581
Q 566 923
U 71 903
Q 624 302
Q 348 955
U 524 904
Q 139 18
Q 145 907
U 639 905
Q 368 311
Q 564 957
U 254 906
Q 806 542
Q 200 938
U 845 907
Q 161 26
Q 239 921
U 280 908
Q 207 850
Q 37 970
U 470 909
Q 704 699
Q 578 920
U 676 910
Q 392 551
Q 817 994
U 70 911
Q 366 444
Q 204 926
U 558 912
Q 533 21
Q 420 946
U 779 913
Q 395 371
Q 437 958
U 424 914
Q 355 420
Q 169 969
U 581 915
Q 483 158
Q 81 999
U 116 916
Q 784 344
Q 473 921
U 657 917
Q 182 615
Q 40 932
U 275 918
Q 132 614
Q 355 935
U 300 919
Q 339 385
Q 392 998
U 228 920
Q 525 888
Q 736 962
U 663 921
Q 610 581
Q 233 939
U 465 922
Q 819 75
Q 652 967
U 551 923
Q 622 706
Q 561 976
U 502 924
Q 597 718
Q 452 944
U 29 925
Q 542 283
Q 172 948
U 719 926
Q 647 183
Q 375 931
U 710 927
Q 707 798
Q 858 950
U 231 928
Q 128 698
Q 21 932
U 623 929
Q 648 573
Q 582 993
U 915 930
Q 735 75
Q 698 941
U 236 931
Q 252 760
Q 645 968
U 371 932
Q 308 648
Q 283 980
U 350 933
Q 610 713
Q 463 992
U 421 934
Q 480 635
Q 217 968
U 601 935
Q 878 894
Q 816 984
U 50 936
Q 600 856
Q 650 995
U 720 937
Q 44 265
Q 177 941
U 211 938
Q 692 612
Q 861 985
U 748 939
Q 373 893
Q 193 994
U 29 940
Q 395 486
Q 426 959
U 114 941
Q 693 300
Q 552 985
U 936 942
Q 306 207
Q 463 944
U 64 943
Q 663 429
Q 598 986
U 822 944
Q 624 79
Q 1 986
U 663 945
Q 698 738
Q 601 949
U 490 946
Q 97 395
Q 529 957
U 192 947
Q 503 738
Q 505 961
U 673 948
Q 825 911
Q 285 951
U 204 949
Q 799 558
Q 150 970
U 620 950
Q 126 385
Q 204 975
U 261 951
Q 497 946
Q 136 958
U 267 952
Q 679 806
Q 87 962
U 499 953
Q 858 519
Q 843 979
U 250 954
Q 870 627
Q 856 990
U 916 955
Q 782 192
Q 825 985
U 252 956
Q 60 179
Q 772 960
U 169 957
Q 728 307
Q 937 964
U 636 958
Q 451 873
Q 573 965
U 671 959
Q 56 432
Q 831 960
U 663 960
Q 134 265
Q 211 966
U 769 961
Q 385 625
Q 650 966
U 548 962
Q 160 920
Q 579 981
U 949 963
Q 165 903
Q 955 987
U 483 964
Q 824 827
Q 181 966
U 207 965
Q 920 653
Q 325 991
U 151 966
Q 460 553
Q 485 971
U 931 967
Q 178 957
Q 582 975
U 353 968
Q 645 228
Q 736 998
U 534 969
Q 375 298
Q 792 998
U 73 970
Q 110 79
Q 6 987
U 409 971
Q 471 784
Q 578 990
U 728 972
Q 619 360
Q 941 992
U 930 973
Q 868 519
Q 413 981
U 794 974
Q 97 115
Q 101 984
U 942 975
Q 279 532
Q 554 985
U 715 976
Q 335 291
Q 694 995
U 426 977
Q 686 109
Q 871 980
U 922 978
Q 191 931
Q 935 990
U 381 979
Q 478 72
Q 6 995
U 277 980
Q 472 282
Q 479 996
U 729 981
Q 791 291
Q 716 987
U 62 982
Q 378 504
Q 241 987
U 857 983
Q 382 78
Q 81 993
U 308 984
Q 602 633
Q 598 986
U 68 985
Q 630 533
Q 343 988
U 288 986
Q 215 757
Q 487 990
U 854 987
Q 182 350
Q 227 990
U 177 988
Q 383 312
Q 41 997
U 132 989
Q 19 385
Q 581 991
U 371 990
Q 311 357
Q 335 997
U 629 991
Q 436 268
Q 22 995
U 774 992
Q 965 622
Q 398 993
U 209 993
Q 844 813
Q 751 999
U 223 994
Q 190 888
Q 889 996
U 670 995
Q 617 986
Q 789 998
U 17 996
Q 188 195
Q 175 997
U 158 997
Q 970 453
Q 148 998
U 880 998
Q 994 518
Q 311 999
1000 2000
Q 750 531
U 26 741
Q 134 653
U 566 151
Q 462 120
U 268 59
Q 365 718
U 972 123
Q 487 306
U 6 986
Q 902 646
U 55 957
Q 635 857
U 128 686
Q 902 254
U 867 652
Q 137 245
U 745 623
Q 899 663
U 775 713
Q 783 395
U 124 500
Q 113 97
U 975 600
Q 403 982
U 938 657
Q 628 993
U 967 615
Q 203 95
U 301 457
Q 701 521
U 462 190
Q 766 207
U 813 17
Q 871 588
U 82 6
Q 335 559
U 507 448
Q 656 834
U 400 411
Q 816 339
U 421 797
Q 332 388
U 412 887
Q 835 66
U 345 888
Q 939 807
U 78 57
Q 14 891
U 427 237
Q 832 861
U 244 167
Q 420 103
U 616 428
Q 937 368
U 192 106
Q 59 613
U 903 744
Q 353 667
U 631 188
Q 85 976
U 428 24
Q 135 506
U 82 150
Q 749 509
U 739 581
Q 722 983
U 749 143
Q 438 717
U 923 728
Q 437 115
U 834 497
Q 80 89
U 241 433
Q 108 872
U 973 194
Q 201 401
U 218 336
Q 907 652
U 838 657
Q 513 578
U 590 236
Q 913 691
U 379 352
Q 408 654
U 80 846
Q 770 266
U 695 850
Q 707 936
U 636 815
Q 160 609
U 9 713
Q 11 228
U 50 270
Q 232 888
U 279 746
Q 818 222
U 982 732
Q 913 713
U 436 322
Q 367 868
U 520 489
Q 134 567
U 692 193
Q 503 328
U 8 15
Q 937 370
U 729 300
Q 598 131
U 923 182
Q 371 554
U 928 190
Q 776 262
U 274 690
Q 975 710
U 364 695
Q 578 236
U 184 64
Q 803 876
U 609 658
Q 556 617
U 673 846
Q 987 754
U 498 937
Q 885 421
U 120 257
Q 328 400
U 447 104
Q 663 73
U 146 990
Q 783 862
U 685 713
Q 98 222
U 129 253
Q 450 738
U 911 7
Q 707 937
U 853 47
Q 691 351
U 984 577
Q 125 456
U 834 453
Q 857 633
U 909 872
Q 706 408
U 862 841
Q 270 900
U 906 721
Q 122 35
U 974 924
Q 125 886
U 931 832
Q 175 136
U 879 866
Q 488 216
U 443 965
Q 24 629
U 418 881
Q 614 679
U 105 672
Q 87 968
U 865 710
Q 220 771
U 431 694
Q 158 757
U 618 283
Q 995 550
U 468 170
Q 686 699
U 37 526
Q 915 832
U 491 940
Q 814 261
U 173 428
Q 941 279
U 453 380
Q 599 318
U 90 819
Q 442 873
U 865 600
Q 631 483
U 236 626
Q 385 704
U 797 72
Q 755 186
U 950 671
Q 18 794
U 963 184
Q 55 488
U 965 348
Q 119 418
U 81 70
Q 88 171
U 241 882
Q 397 106
U 483 28
Q 590 71
U 6 975
Q 775 155
U 399 530
Q 341 702
U 553 712
Q 496 868
U 896 903
Q 709 213
U 604 180
Q 631 685
U 251 72
Q 856 844
U 954 605
Q 951 789
U 633 893
Q 860 992
U 220 987
Q 147 620
U 870 841
Q 674 775
U 905 170
Q 996 153
U 73 705
Q 367 677
U 885 350
Q 714 488
U 774 923
Q 333 729
U 528 284
Q 870 514
U 529 731
Q 506 749
U 718 653
Q 369 940
U 846 43
Q 716 751
U 565 712
Q 905 991
U 417 624
Q 20 654
U 974 735
Q 495 749
U 658 828
Q 830 538
U 464 700
Q 52 993
U 783 558
Q 742 854
U 564 464
Q 794 410
U 859 510
Q 514 777
U 222 771
Q 768 991
U 395 140
Q 998 721
U 227 493
Q 470 885
U 321 652
Q 424 137
U 353 828
Q 130 136
U 387 224
Q 342 303
U 40 137
Q 713 900
U 647 579
Q 29 222
U 350 797
Q 565 745
U 289 563
Q 467 517
U 56 289
Q 754 729
U 942 530
Q 218 647
U 359 700
Q 135 746
U 925 478
Q 49 965
U 615 114
Q 217 614
U 694 598
Q 836 396
U 395 754
Q 142 37
U 317 961
Q 554 726
U 602 308
Q 807 896
U 839 26
Q 543 198
U 726 679
Q 296 651
U 157 697
Q 969 124
U 811 538
Q 738 857
U 137 927
Q 254 884
U 681 748
Q 273 350
U 61 827
Q 76 663
U 488 884
Q 560 327
U 910 455
Q 877 988
U 134 173
Q 992 643
U 870 961
Q 119 33
U 851 210
Q 891 340
U 137 145
Q 577 170
U 245 850
Q 520 306
U 30 949
Q 321 518
U 185 881
Q 845 447
U 337 722
Q 435 823
U 247 427
Q 819 117
U 740 938
Q 150 592
U 148 393
Q 284 637
U 538 861
Q 807 783
U 64 680
Q 441 94
U 981 763
Q 612 166
U 996 457
Q 613 685
U 531 48
Q 861 778
U 476 680
Q 247 216
U 970 749
Q 160 119
U 143 797
Q 108 33
U 658 268
Q 169 74
U 300 610
Q 168 281
U 725 132
Q 447 722
U 941 60
Q 407 472
U 460 620
Q 602 288
U 300 201
Q 505 271
U 951 17
Q 742 446
U 814 850
Q 479 825
U 118 648
